hgnc_symbol,ensembl_gene_id,ensembl_transcript_id,transcript_biotype,mirbase_id,log2FoldChange,pvalue,padj
THOC3,ENSG00000051596,ENST00000513118,retained_intron,NA,-5.43739212,0.00048353,0.027847072
LRRC8B,ENSG00000197147,ENST00000640258,protein_coding,,-4.624482734,0.000487554,0.028056631
VLDLR-AS1,ENSG00000236404,ENST00000657742,lncRNA,NA,4.029740583,0.000488487,0.028088198
ADGRG1,ENSG00000205336,ENST00000562414,protein_coding,NA,-4.02974195,0.000495093,0.028417698
DNAH1,ENSG00000114841,ENST00000420323,protein_coding,NA,-5.448447186,0.000495376,0.028417698
ZNF747,ENSG00000169955,ENST00000693075,protein_coding,NA,5.448442366,0.000495386,0.028417698
HS6ST1,ENSG00000136720,ENST00000259241,protein_coding,NA,0.565583453,0.000496336,0.028449852
VCP,ENSG00000165280,ENST00000679647,protein_coding,NA,0.597386382,0.000502416,0.028775741
TMEM126B,ENSG00000171204,ENST00000531477,nonsense_mediated_decay,NA,1.258817402,0.000503801,0.028832447
RILPL1,ENSG00000188026,ENST00000636882,protein_coding,,0.462440285,0.000505461,0.028900935
ATAT1,ENSG00000137343,ENST00000376485,protein_coding,,5.448442306,0.00050579,0.028900935
MAP7D1,ENSG00000116871,ENST00000373151,protein_coding,NA,-0.513288401,0.000507111,0.028953726
MCCC1,ENSG00000078070,ENST00000497830,nonsense_mediated_decay,NA,5.6818032,0.000509079,0.029043359
STAU2,ENSG00000040341,ENST00000522695,protein_coding,,5.403704424,0.000510253,0.029087593
PRR13,ENSG00000205352,ENST00000549068,protein_coding,NA,-5.415024358,0.000510713,0.029091099
SLC25A24,ENSG00000085491,ENST00000648874,nonsense_mediated_decay,NA,-0.444675053,0.000512394,0.029164105
UBA5,ENSG00000081307,ENST00000683741,protein_coding,NA,-5.426251524,0.000513512,0.029204917
CD44,ENSG00000026508,ENST00000525211,protein_coding,NA,5.544301182,0.000518121,0.029444118
DDAH2,ENSG00000213722,ENST00000416410,protein_coding,NA,-1.295149012,0.000519952,0.029513951
SLC50A1,ENSG00000169241,ENST00000475824,nonsense_mediated_decay,NA,-5.403709089,0.000520159,0.029513951
PSMC1,ENSG00000100764,ENST00000543772,protein_coding,,0.365368153,0.000524041,0.02968635
ORC4,ENSG00000115947,ENST00000535373,protein_coding,NA,4.024374399,0.000524085,0.02968635
ANXA11,ENSG00000122359,ENST00000372231,protein_coding,NA,-0.917416989,0.000524418,0.02968635
SAFB,ENSG00000160633,ENST00000592224,protein_coding,,-0.659872666,0.000526047,0.029740072
MARK1,ENSG00000116141,ENST00000366917,protein_coding,NA,-3.781356798,0.000526182,0.029740072
WASF1,ENSG00000112290,ENST00000392589,protein_coding,,-5.415024285,0.000530181,0.029935404
PERP,ENSG00000112378,ENST00000421351,protein_coding,NA,-0.464449001,0.000530516,0.029935404
WDR45,ENSG00000196998,ENST00000634390,processed_transcript,,4.247919331,0.000530869,0.029935404
SOCS2,ENSG00000120833,ENST00000549122,protein_coding,NA,-1.37155916,0.000534364,0.030109262
FILIP1L,ENSG00000168386,ENST00000383694,protein_coding,,-0.515383535,0.000535961,0.030175947
,ENSG00000260643,ENST00000640370,nonsense_mediated_decay,,1.740756142,0.00053652,0.030184113
LINC00963,ENSG00000204054,ENST00000444184,lncRNA,NA,-4.196391044,0.000538117,0.030250627
MTF2,ENSG00000143033,ENST00000474314,processed_transcript,NA,-5.380808776,0.000539948,0.030320465
SPRY4,ENSG00000187678,ENST00000434127,protein_coding,NA,-0.362335638,0.00054019,0.030320465
MICU2,ENSG00000165487,ENST00000382374,protein_coding,,-0.384183768,0.000543938,0.030489936
PARL,ENSG00000175193,ENST00000638817,nonsense_mediated_decay,,3.537426891,0.000544045,0.030489936
NR1H3,ENSG00000025434,ENST00000529540,processed_transcript,NA,5.380804055,0.000546401,0.030598478
EHMT1,ENSG00000181090,ENST00000637748,retained_intron,,5.369216176,0.000551003,0.030815685
SCARB2,ENSG00000138760,ENST00000639324,processed_transcript,,-5.392304292,0.000551125,0.030815685
,ENSG00000227120,ENST00000442165,processed_pseudogene,NA,5.380804022,0.000552446,0.030856676
GOLT1B,ENSG00000111711,ENST00000542194,nonsense_mediated_decay,,-3.475730795,0.000552704,0.030856676
,ENSG00000144785,ENST00000549318,protein_coding,NA,-1.976387607,0.000553504,0.030877738
JAK1,ENSG00000162434,ENST00000672434,protein_coding,NA,5.914859359,0.000555939,0.030978908
C17orf97,ENSG00000187624,ENST00000360127,protein_coding,,1.780512091,0.000556167,0.030978908
CEP162,ENSG00000135315,ENST00000403245,protein_coding,,0.926601606,0.000557313,0.031015481
TENT5C,ENSG00000183508,ENST00000369448,protein_coding,NA,-0.569043059,0.000557673,0.031015481
ELMOD2,ENSG00000179387,ENST00000502397,protein_coding,NA,1.21028217,0.000563659,0.031324525
CELF1,ENSG00000149187,ENST00000358597,protein_coding,,5.380803958,0.000564303,0.031332677
NKIRAS2,ENSG00000168256,ENST00000491638,nonsense_mediated_decay,NA,-4.247921066,0.000564665,0.031332677
CIRBP,ENSG00000099622,ENST00000621399,retained_intron,,5.357534412,0.000565867,0.031361449
GPS1,ENSG00000169727,ENST00000580141,nonsense_mediated_decay,,5.357534411,0.000566043,0.031361449
PXDC1,ENSG00000168994,ENST00000477592,processed_transcript,NA,-5.357539066,0.00056656,0.031365562
AMFR,ENSG00000159461,ENST00000563664,protein_coding,NA,5.415019308,0.000566977,0.031365562
TBC1D31,ENSG00000156787,ENST00000518099,retained_intron,,4.115469759,0.000568568,0.031412758
HSP90B1,ENSG00000166598,ENST00000680478,retained_intron,NA,5.357534397,0.000568691,0.031412758
SDHC,ENSG00000143252,ENST00000432287,protein_coding,NA,5.369216076,0.00056969,0.031444151
RAF1,ENSG00000132155,ENST00000491290,retained_intron,NA,-5.357539053,0.000570277,0.031452744
CYP39A1,ENSG00000146233,ENST00000619708,protein_coding,,1.566345982,0.000574436,0.031658203
ZFX,ENSG00000005889,ENST00000379177,protein_coding,,0.87956191,0.000582448,0.032075497
SYNE2,ENSG00000054654,ENST00000554928,retained_intron,NA,3.149743089,0.000584401,0.032136273
ENC1,ENSG00000171617,ENST00000302351,protein_coding,,-0.431514886,0.000584432,0.032136273
IER2,ENSG00000160888,ENST00000292433,protein_coding,,-0.468727621,0.000589311,0.032380167
MRPL28,ENSG00000086504,ENST00000469744,retained_intron,NA,-5.448446885,0.000594524,0.032642025
CLUH,ENSG00000132361,ENST00000574166,retained_intron,,5.33388322,0.000598726,0.032847972
FAAP100,ENSG00000185504,ENST00000544302,protein_coding,,5.333883215,0.000599684,0.03286837
WT1,ENSG00000184937,ENST00000651819,retained_intron,NA,3.969619672,0.000599998,0.03286837
PSEN2,ENSG00000143801,ENST00000676907,nonsense_mediated_decay,NA,-3.869412422,0.000601177,0.032908226
NUBP2,ENSG00000095906,ENST00000562263,protein_coding,NA,5.369215857,0.000612411,0.033498082
TSC1,ENSG00000165699,ENST00000644319,retained_intron,,5.321910622,0.000614904,0.033609248
AP2B1,ENSG00000006125,ENST00000621914,protein_coding,,-0.338469338,0.000615627,0.033623547
PACC1,ENSG00000065600,ENST00000261455,protein_coding,NA,-3.485423738,0.00061613,0.033625842
HNRNPM,ENSG00000099783,ENST00000600092,protein_coding,,-5.357538863,0.000627228,0.034205975
ERCC2,ENSG00000104884,ENST00000586131,protein_coding,,-5.369220584,0.000627951,0.034219811
SH2B3,ENSG00000111252,ENST00000341259,protein_coding,,-0.440309093,0.000633571,0.034499872
ALDH3A2,ENSG00000072210,ENST00000672591,protein_coding,NA,-5.357538841,0.000634217,0.034499872
RDH11,ENSG00000072042,ENST00000554731,nonsense_mediated_decay,NA,4.058886419,0.000634509,0.034499872
RABGEF1,ENSG00000154710,ENST00000450873,protein_coding,NA,-0.571570836,0.000638372,0.034684104
HERPUD1,ENSG00000051108,ENST00000379792,protein_coding,,5.333883001,0.000643274,0.034924434
ESCO2,ENSG00000171320,ENST00000397418,protein_coding,,3.432953803,0.000644935,0.03498854
SLC44A2,ENSG00000129353,ENST00000588409,nonsense_mediated_decay,,-5.309842403,0.000645843,0.035011803
OSER1-DT,ENSG00000223891,ENST00000664132,lncRNA,NA,4.222384096,0.000649996,0.035210746
MSH6,ENSG00000116062,ENST00000420813,protein_coding,NA,-5.29766776,0.000650935,0.03523549
TRIM14,ENSG00000106785,ENST00000341469,protein_coding,,0.587393788,0.000653246,0.035334357
PNPLA8,ENSG00000135241,ENST00000453144,protein_coding,NA,5.533958519,0.000662565,0.035811888
PFDN6,ENSG00000204220,ENST00000395134,retained_intron,,0.891687858,0.000672447,0.0363191
EIF3E,ENSG00000104408,ENST00000518100,nonsense_mediated_decay,,5.285384843,0.00067492,0.036425686
MLH3,ENSG00000119684,ENST00000555671,processed_transcript,NA,4.029740155,0.000678598,0.03657013
TRAF3IP2,ENSG00000056972,ENST00000650859,protein_coding,NA,4.029740155,0.000678598,0.03657013
PLEKHJ1,ENSG00000104886,ENST00000591099,protein_coding,,-5.285389428,0.000680441,0.036642378
EXOC5,ENSG00000070367,ENST00000340918,protein_coding,,-0.396680292,0.000683216,0.036764692
DENND1B,ENSG00000213047,ENST00000620048,protein_coding,,-0.578938817,0.000685084,0.036838052
AP2B1,ENSG00000006125,ENST00000589774,protein_coding,,5.273001186,0.00068872,0.036987965
HDAC7,ENSG00000061273,ENST00000549883,processed_transcript,NA,-5.321915017,0.000688886,0.036987965
PLAGL2,ENSG00000126003,ENST00000246229,protein_coding,NA,-0.303512368,0.000690875,0.03706746
CD46,ENSG00000117335,ENST00000480003,protein_coding,NA,0.778139973,0.000695464,0.037286277
APOL6,ENSG00000221963,ENST00000409652,protein_coding,,-0.55645987,0.000696178,0.037297122
SNHG22,ENSG00000267322,ENST00000692415,lncRNA,NA,3.99999295,0.000697599,0.037345871
IP6K2,ENSG00000068745,ENST00000440424,protein_coding,NA,5.273001142,0.00069876,0.037380586
PUM2,ENSG00000055917,ENST00000442400,protein_coding,NA,5.273001127,0.000702153,0.037534561
TMEM184B,ENSG00000198792,ENST00000361684,protein_coding,,-0.727228252,0.000704499,0.037632395
SAMD4A,ENSG00000020577,ENST00000553988,processed_transcript,NA,-4.285395791,0.000708019,0.037792767
TRIM52,ENSG00000183718,ENST00000611618,protein_coding,,5.273001091,0.00071049,0.037896965
SREBF1,ENSG00000072310,ENST00000261646,protein_coding,NA,0.91803077,0.000713111,0.038008956
IQCC,ENSG00000160051,ENST00000291358,protein_coding,,5.273001069,0.000715461,0.038106377
AP5Z1,ENSG00000242802,ENST00000648360,nonsense_mediated_decay,NA,-5.321914936,0.000717268,0.038174754
ATR,ENSG00000175054,ENST00000514393,processed_transcript,,-3.938594116,0.000717927,0.038181998
ST6GALNAC4,ENSG00000136840,ENST00000335791,protein_coding,,0.41103374,0.000720049,0.038266966
MORF4L2,ENSG00000123562,ENST00000442614,protein_coding,NA,-0.412151382,0.000721679,0.038325667
SORBS2,ENSG00000154556,ENST00000449407,protein_coding,NA,3.836493768,0.000723539,0.038396493
UBASH3B,ENSG00000154127,ENST00000284273,protein_coding,,-0.373071201,0.000724756,0.038433155
EIF4G3,ENSG00000075151,ENST00000374935,protein_coding,NA,4.564773645,0.000725288,0.038433438
IFRD1,ENSG00000006652,ENST00000674887,nonsense_mediated_decay,NA,5.481106913,0.000728038,0.038523474
WDR90,ENSG00000161996,ENST00000553080,retained_intron,NA,0.627208504,0.000728043,0.038523474
ILK,ENSG00000166333,ENST00000526114,nonsense_mediated_decay,NA,-5.24791485,0.000729741,0.038585295
CUL9,ENSG00000112659,ENST00000510282,retained_intron,NA,3.330383922,0.00073074,0.038585862
AIFM1,ENSG00000156709,ENST00000674546,protein_coding,NA,-5.57489365,0.000730809,0.038585862
EDIL3-DT,ENSG00000250320,ENST00000654215,lncRNA,NA,-4.624482194,0.00073193,0.038617118
ZNF823,ENSG00000197933,ENST00000431998,protein_coding,NA,5.247910268,0.000734946,0.038748215
TM7SF3,ENSG00000064115,ENST00000542667,processed_transcript,,5.247910228,0.000744423,0.039219531
BCL2L13,ENSG00000099968,ENST00000337612,protein_coding,,4.213767772,0.000747253,0.039340211
BNIP3L,ENSG00000104765,ENST00000523515,protein_coding,,5.481106805,0.000750534,0.039484481
VIPR1,ENSG00000114812,ENST00000443646,nonsense_mediated_decay,NA,-5.260514733,0.000752371,0.039524125
TMEM143,ENSG00000161558,ENST00000293261,protein_coding,,-5.260514733,0.000752371,0.039524125
GALNT7,ENSG00000109586,ENST00000512285,protein_coding,NA,-0.976541203,0.000754429,0.039603738
SCML1,ENSG00000047634,ENST00000398080,protein_coding,,0.785220478,0.000755383,0.039625319
MCRIP1,ENSG00000225663,ENST00000455127,protein_coding,,-5.273005573,0.000757615,0.03968533
FBXO11,ENSG00000138081,ENST00000682975,retained_intron,NA,-5.273005573,0.000757615,0.03968533
TFG,ENSG00000114354,ENST00000675243,protein_coding,NA,-5.235203803,0.000761136,0.039841132
CXXC4,ENSG00000168772,ENST00000466963,processed_transcript,NA,4.142949888,0.000766264,0.040080847
PTPMT1,ENSG00000110536,ENST00000326674,protein_coding,,0.957086159,0.000768239,0.040155341
KIFBP,ENSG00000198954,ENST00000676080,nonsense_mediated_decay,NA,-5.285389176,0.000769434,0.040189004
SHKBP1,ENSG00000160410,ENST00000598201,retained_intron,,1.00067539,0.000771498,0.040267994
TGFBR3,ENSG00000069702,ENST00000532540,nonsense_mediated_decay,NA,5.23519919,0.000773666,0.040352313
CTNND1,ENSG00000198561,ENST00000684704,retained_intron,NA,3.405986706,0.000775872,0.040407978
MAP2K5,ENSG00000137764,ENST00000395476,protein_coding,,5.260510002,0.000776331,0.040407978
CHRNB1,ENSG00000170175,ENST00000575379,protein_coding,,-0.712361684,0.000776395,0.040407978
SMCHD1,ENSG00000101596,ENST00000686763,nonsense_mediated_decay,NA,0.427457701,0.000782245,0.040683433
GGH,ENSG00000137563,ENST00000677482,protein_coding,NA,5.260509964,0.000785703,0.040834188
CTDSP2,ENSG00000175215,ENST00000547169,retained_intron,NA,-0.723560811,0.000787879,0.040918115
NPIPB3,ENSG00000169246,ENST00000535190,processed_transcript,NA,5.209436266,0.000798409,0.04140675
SLC25A30,ENSG00000174032,ENST00000519676,protein_coding,,-0.514344792,0.000798656,0.04140675
HARS1,ENSG00000170445,ENST00000415192,protein_coding,NA,-5.235203703,0.00079899,0.04140675
GTPBP4,ENSG00000107937,ENST00000360803,protein_coding,,-0.517357307,0.00079977,0.041417755
ANKRD42,ENSG00000137494,ENST00000528722,protein_coding,NA,1.88264162,0.00080295,0.041552935
DDB1,ENSG00000167986,ENST00000538470,retained_intron,,0.86370236,0.000805635,0.041662373
DTNA,ENSG00000134769,ENST00000681759,protein_coding,NA,-5.345761316,0.000812956,0.042011149
PLIN3,ENSG00000105355,ENST00000592528,protein_coding,,-5.309841941,0.000813849,0.042027554
STARD7-AS1,ENSG00000204685,ENST00000690896,lncRNA,NA,-5.369219987,0.000818654,0.04224578
TOGARAM1,ENSG00000198718,ENST00000361462,protein_coding,,0.53031816,0.000820333,0.042302507
PCBP4,ENSG00000090097,ENST00000497390,retained_intron,NA,-5.196384667,0.00082516,0.042521366
MAP4,ENSG00000047849,ENST00000423088,protein_coding,NA,-3.864182743,0.000826343,0.042552291
CENPS,ENSG00000175279,ENST00000477755,nonsense_mediated_decay,NA,0.666169642,0.000828085,0.042611934
MACROH2A1,ENSG00000113648,ENST00000506671,nonsense_mediated_decay,NA,-4.857970742,0.000832415,0.042779527
SNX15,ENSG00000110025,ENST00000524831,protein_coding,,5.345756126,0.000832515,0.042779527
MFSD8,ENSG00000164073,ENST00000513559,protein_coding,NA,5.196380112,0.000834601,0.042856572
PRSS53,ENSG00000151006,ENST00000492427,retained_intron,NA,3.969619232,0.00083589,0.042892564
UNC13D,ENSG00000092929,ENST00000590762,protein_coding,,5.247909856,0.000838207,0.042981209
ZNF85,ENSG00000105750,ENST00000601023,processed_transcript,,3.378506832,0.000843736,0.043234377
VCP,ENSG00000165280,ENST00000448530,protein_coding,NA,0.439682792,0.000845961,0.043311903
MX2,ENSG00000183486,ENST00000680862,protein_coding,NA,5.183204817,0.000846436,0.043311903
ADCK1,ENSG00000063761,ENST00000556560,processed_transcript,NA,3.938592501,0.000847559,0.043338949
POGLUT1,ENSG00000163389,ENST00000647766,nonsense_mediated_decay,NA,-5.183209314,0.000849344,0.043399797
MBP,ENSG00000197971,ENST00000355994,protein_coding,,-5.196384606,0.000849991,0.043402495
EIF3L,ENSG00000100129,ENST00000482600,retained_intron,NA,0.485426707,0.000854718,0.043606423
TCEA2,ENSG00000171703,ENST00000465433,processed_transcript,NA,4.087454962,0.00085518,0.043606423
DDX56,ENSG00000136271,ENST00000446987,nonsense_mediated_decay,NA,0.821482109,0.000857365,0.04368731
PFDN5,ENSG00000123349,ENST00000678256,retained_intron,NA,5.260509682,0.000859166,0.0437272
SAP30BP,ENSG00000161526,ENST00000580322,nonsense_mediated_decay,,3.938592482,0.000859347,0.0437272
TYSND1,ENSG00000156521,ENST00000494143,processed_transcript,NA,0.624415286,0.000864467,0.04395708
GRK6,ENSG00000198055,ENST00000506296,protein_coding,NA,4.415027325,0.000865272,0.043967369
SMCHD1,ENSG00000101596,ENST00000645355,nonsense_mediated_decay,,5.297662276,0.000867364,0.044027624
SSR2,ENSG00000163479,ENST00000488179,retained_intron,NA,-5.209440621,0.000867664,0.044027624
FOSL2,ENSG00000075426,ENST00000436647,protein_coding,NA,0.628420281,0.00087119,0.04415274
RPS6KA4,ENSG00000162302,ENST00000530504,protein_coding,NA,3.409385398,0.000872363,0.04415274
NLRP2,ENSG00000022556,ENST00000427260,protein_coding,NA,5.169908039,0.00087255,0.04415274
RPS6KA6,ENSG00000072133,ENST00000620340,protein_coding,,5.169908039,0.00087255,0.04415274
MSH3,ENSG00000113318,ENST00000659302,nonsense_mediated_decay,NA,-5.183209256,0.000873256,0.044157806
PBX3,ENSG00000167081,ENST00000373482,nonsense_mediated_decay,NA,-5.169912526,0.000874573,0.044193785
SLC24A1,ENSG00000074621,ENST00000399033,protein_coding,,-5.169912521,0.000876618,0.04426649
ATF6,ENSG00000118217,ENST00000681492,protein_coding,NA,-0.903981021,0.000879077,0.044359935
ALDH16A1,ENSG00000161618,ENST00000599652,retained_intron,,1.069161619,0.000883432,0.044548896
SCP2,ENSG00000116171,ENST00000408941,protein_coding,,-0.560968283,0.000885619,0.044576486
POMGNT1,ENSG00000085998,ENST00000688608,protein_coding,NA,-5.285388896,0.000886788,0.044576486
ATP6AP2,ENSG00000182220,ENST00000636787,nonsense_mediated_decay,,-5.183209223,0.00088696,0.044576486
SREBF1,ENSG00000072310,ENST00000490796,retained_intron,NA,5.169907988,0.000886965,0.044576486
CEP19,ENSG00000174007,ENST00000409690,protein_coding,,0.621488216,0.000887033,0.044576486
IFT57,ENSG00000114446,ENST00000478157,nonsense_mediated_decay,NA,0.611831386,0.000896623,0.045018732
IFT57,ENSG00000114446,ENST00000264538,protein_coding,NA,0.657278529,0.000897068,0.045018732
FAM136A,ENSG00000035141,ENST00000430566,protein_coding,NA,-2.550196513,0.000899664,0.04511798
SPDL1,ENSG00000040275,ENST00000513941,protein_coding,,3.539151753,0.000905325,0.045370704
ZNF24,ENSG00000172466,ENST00000399061,protein_coding,,1.2095705,0.000907399,0.045424031
TTC30A,ENSG00000197557,ENST00000355689,protein_coding,,0.947292596,0.000907634,0.045424031
SERAC1,ENSG00000122335,ENST00000607071,nonsense_mediated_decay,,-5.260514345,0.000908449,0.045433644
B3GNT8,ENSG00000177191,ENST00000321702,protein_coding,,2.155276438,0.000909452,0.045452688
TTC7B,ENSG00000165914,ENST00000555005,nonsense_mediated_decay,NA,-0.495640232,0.000910547,0.045475522
TRAF3IP1,ENSG00000204104,ENST00000391993,protein_coding,,0.665687993,0.000911474,0.045475522
POFUT2,ENSG00000186866,ENST00000349485,protein_coding,,0.682908888,0.000911849,0.045475522
SND1,ENSG00000197157,ENST00000470463,processed_transcript,NA,-5.156492019,0.000912402,0.045475522
ICAM5,ENSG00000105376,ENST00000221980,protein_coding,NA,1.345223834,0.000916547,0.045650902
CCNI,ENSG00000118816,ENST00000237654,protein_coding,NA,-0.372307444,0.000918161,0.045700105
ZNF611,ENSG00000213020,ENST00000602162,protein_coding,,5.156487489,0.00092265,0.045892224
RFTN1,ENSG00000131378,ENST00000483671,processed_transcript,NA,-5.14294555,0.000927666,0.046110328
TBCK,ENSG00000145348,ENST00000394706,protein_coding,,5.142941074,0.000929921,0.046190909
MCFD2,ENSG00000180398,ENST00000444761,protein_coding,NA,5.142941066,0.000932165,0.046270911
TSSK6,ENSG00000178093,ENST00000587522,nonsense_mediated_decay,,-4.523553503,0.000935738,0.046400401
VEPH1,ENSG00000197415,ENST00000392833,protein_coding,,5.156487443,0.000936046,0.046400401
BTBD3,ENSG00000132640,ENST00000473416,processed_transcript,NA,3.999992532,0.000936964,0.046414398
GLI3,ENSG00000106571,ENST00000677288,protein_coding,NA,-5.61469367,0.00093914,0.046490625
ANXA6,ENSG00000197043,ENST00000517757,protein_coding,,3.421457469,0.000940484,0.046525579
DNAH2,ENSG00000183914,ENST00000574518,nonsense_mediated_decay,,-2.185111352,0.000942786,0.046579652
TP53,ENSG00000141510,ENST00000445888,protein_coding,NA,5.369214396,0.000943082,0.046579652
RIPK4,ENSG00000183421,ENST00000352483,protein_coding,,0.638418373,0.000943492,0.046579652
NUDCD1,ENSG00000120526,ENST00000678094,protein_coding,NA,-0.594425095,0.000950749,0.046853491
TPP2,ENSG00000134900,ENST00000652033,protein_coding,NA,4.52355074,0.000952261,0.046853491
TBX1,ENSG00000184058,ENST00000332710,protein_coding,,-5.345760844,0.000952649,0.046853491
TTC26,ENSG00000105948,ENST00000430935,protein_coding,NA,0.9406516,0.000952783,0.046853491
ZBTB40,ENSG00000184677,ENST00000650433,protein_coding,NA,5.156487387,0.000952802,0.046853491
FBXL12,ENSG00000127452,ENST00000247977,protein_coding,NA,1.028344127,0.000952891,0.046853491
CYTH1,ENSG00000108669,ENST00000586430,retained_intron,,2.807351555,0.000954091,0.046871024
SLC4A4,ENSG00000080493,ENST00000264485,protein_coding,NA,0.992137468,0.000954533,0.046871024
PICALM,ENSG00000073921,ENST00000525162,protein_coding,NA,-5.129270647,0.000956765,0.04694902
DDB1,ENSG00000167986,ENST00000535283,nonsense_mediated_decay,NA,5.129266186,0.000958344,0.046994931
KIF23,ENSG00000137807,ENST00000559456,retained_intron,NA,3.280103058,0.000963259,0.047204236
UNC13B,ENSG00000198722,ENST00000619578,protein_coding,,-0.522345835,0.000964919,0.047253843
CAPN1,ENSG00000014216,ENST00000528739,processed_transcript,NA,-4.196390429,0.000967897,0.047367863
NR3C2,ENSG00000151623,ENST00000342437,nonsense_mediated_decay,,-5.142945456,0.00096993,0.047404645
LRSAM1,ENSG00000148356,ENST00000676349,nonsense_mediated_decay,NA,5.142940941,0.000969948,0.047404645
ABCC1,ENSG00000103222,ENST00000399408,protein_coding,,-5.222379339,0.000974262,0.047583624
GBF1,ENSG00000107862,ENST00000676560,retained_intron,NA,2.008560066,0.000978413,0.047754427
STAT5A,ENSG00000126561,ENST00000677893,protein_coding,NA,-5.403707653,0.000983904,0.04799032
CAMTA2,ENSG00000108509,ENST00000574951,nonsense_mediated_decay,,5.115460415,0.000994252,0.048451845
BZW1,ENSG00000082153,ENST00000409226,protein_coding,,-0.320796354,0.000994694,0.048451845
PIGF,ENSG00000151665,ENST00000306465,protein_coding,,-1.437921614,0.000995608,0.048464013
DNAJB6,ENSG00000105993,ENST00000443280,protein_coding,NA,-0.83719965,0.001003694,0.048825022
ZCCHC8,ENSG00000033030,ENST00000536663,protein_coding,,-1.592824804,0.001009438,0.04907174
RAE1,ENSG00000101146,ENST00000411894,protein_coding,,5.142940809,0.001010814,0.049105933
SNHG21,ENSG00000250988,ENST00000561107,lncRNA,NA,2.070387651,0.001015709,0.049258838
APRT,ENSG00000198931,ENST00000563655,protein_coding,NA,-5.169912208,0.001016142,0.049258838
IRX5,ENSG00000176842,ENST00000394636,protein_coding,,0.880304585,0.0010164,0.049258838
VPS33B,ENSG00000184056,ENST00000574755,nonsense_mediated_decay,,4.369223664,0.001016662,0.049258838
BCL2L1,ENSG00000171552,ENST00000678563,protein_coding,NA,0.969121689,0.001022197,0.049494152
MTDH,ENSG00000147649,ENST00000522104,retained_intron,,1.55896636,0.001024747,0.049533367
WNT5B,ENSG00000111186,ENST00000310594,protein_coding,,-0.544280168,0.001024967,0.049533367
,ENSG00000244306,ENST00000610531,processed_transcript,,5.101521273,0.001025044,0.049533367
NAT8L,ENSG00000185818,ENST00000423729,protein_coding,NA,0.941337693,0.001030101,0.049744788
TOP1MT,ENSG00000184428,ENST00000523676,protein_coding,,-3.287575128,0.001033323,0.049864703
SSR2,ENSG00000163479,ENST00000295702,protein_coding,,-0.398948505,0.001034561,0.049864703
TM9SF1,ENSG00000100926,ENST00000528669,protein_coding,NA,4.222383331,0.001034634,0.049864703
CABLES2,ENSG00000149679,ENST00000279101,protein_coding,,-0.462383625,0.001037523,0.049970947
